yr,InitYear,YearDead,Site,spp,TagNo,TagStatus,Tapedist,Direction,dist,dbh1,tdbh,ht1,Cones,FYC,FALSE,order,site_tag
2003,2002,2008,SSC,P,731,F,68.3,W,2.7,1.8,1.8,-100,0,0,TRUE,10288,SSC_731
2008,2002,2008,SSC,P,731,F,68.3,W,2.7,1.7,1.7,-100,0,0,TRUE,10289,SSC_731
2009,2002,2008,SSC,P,731,F,68.3,W,2.7,-100,-100,-100,0,0,TRUE,10290,SSC_731
2011,2002,2008,SSC,P,731,F,68.3,W,2.7,-100,-100,-100,0,0,TRUE,10291,SSC_731
2002,2002,2014,SSC,P,732,N,68.5,W,3.8,7.4,7.4,-100,3,0,TRUE,10292,SSC_732
2003,2002,2014,SSC,P,732,F,68.5,W,3.8,7.8,7.8,-100,2,0,TRUE,10293,SSC_732
2008,2002,2014,SSC,P,732,F,68.5,W,3.8,10,10,-100,3,0,TRUE,10294,SSC_732
2009,2002,2014,SSC,P,732,F,68.5,W,3.8,10.3,10.3,-100,3,0,TRUE,10295,SSC_732
2011,2002,2014,SSC,P,732,F,68.5,W,3.8,11.2,11.2,-100,3,0,TRUE,10296,SSC_732
2013,2002,2014,SSC,P,732,F,68.5,W,3.8,11.4,11.4,-100,2,0,TRUE,10297,SSC_732
2014,2002,2014,SSC,P,732,-100,68.5,W,3.8,11.5,11.5,-100,2,0,TRUE,10298,SSC_732
2002,2002,2008,SSC,P,733,N,68.5,W,2.7,8.2,8.2,-100,1,0,TRUE,10299,SSC_733
2003,2002,2008,SSC,P,733,F,68.5,W,2.7,8.9,8.9,-100,-100,0,TRUE,10300,SSC_733
2008,2002,2008,SSC,P,733,F,68.5,W,2.7,9,9,-100,0,0,TRUE,10301,SSC_733
2009,2002,2008,SSC,P,733,F,68.5,W,2.7,-100,-100,-100,0,0,TRUE,10302,SSC_733
2011,2002,2008,SSC,P,733,F,68.5,W,2.7,8.8,8.8,-100,0,0,TRUE,10303,SSC_733
2002,2002,2003,SSC,P,734,N,68.6,W,2.6,0.8,0.8,200,0,0,TRUE,10304,SSC_734
2003,2002,2003,SSC,P,734,F,68.6,W,2.6,0.8,0.8,196,0,0,TRUE,10305,SSC_734
2008,2002,2003,SSC,P,734,NF,68.6,W,2.6,-100,-100,-100,0,0,TRUE,10306,SSC_734
2009,2002,2003,SSC,P,734,TR,68.6,W,2.6,-100,-100,-100,0,0,TRUE,10307,SSC_734
2002,2002,2009,SSC,P,735,N,68.7,W,4,2.9,2.9,-100,0,0,TRUE,10308,SSC_735
2003,2002,2009,SSC,P,735,F,68.7,W,4,3,3,-100,0,0,TRUE,10309,SSC_735
2008,2002,2009,SSC,P,735,F,68.7,W,4,2.8,2.8,-100,0,0,TRUE,10310,SSC_735
2009,2002,2009,SSC,P,735,F,68.7,W,4,-100,-100,-100,0,0,TRUE,10311,SSC_735
2011,2002,2009,SSC,P,735,NF ,68.7,W,4,-100,-100,-100,0,0,TRUE,10312,SSC_735
2002,2002,2011,SSC,P,736,N,68.7,W,3.9,2.1,2.1,-100,0,0,TRUE,10313,SSC_736
2003,2002,2011,SSC,P,736,F,68.7,W,3.9,2.1,2.1,-100,0,0,TRUE,10314,SSC_736
2008,2002,2011,SSC,P,736,F,68.7,W,3.9,2.1,2.1,-100,0,0,TRUE,10315,SSC_736
2009,2002,2011,SSC,P,736,F,68.7,W,3.9,2.1,2.1,-100,0,0,TRUE,10316,SSC_736
2011,2002,2011,SSC,P,736,TR,68.7,W,3.9,-100,-100,-100,0,0,TRUE,10317,SSC_736
2002,2002,2014,SSC,P,737,N,69.1,W,2.3,2.3,2.3,-100,0,0,TRUE,10318,SSC_737
2003,2002,2014,SSC,P,737,F,69.1,W,2.3,2.2,2.2,-100,0,0,TRUE,10319,SSC_737
2008,2002,2014,SSC,P,737,F,69.1,W,2.3,2.3,2.3,-100,0,0,TRUE,10320,SSC_737
2009,2002,2014,SSC,P,737,F,69.1,W,2.3,2.2,2.2,-100,0,0,TRUE,10321,SSC_737
2011,2002,2014,SSC,P,737,F,69.1,w,2.3,2.2,2.2,185,0,0,TRUE,10322,SSC_737
2013,2002,2014,SSC,P,737,F,69.1,w,2.3,2.1,2.1,185,0,0,TRUE,10323,SSC_737
2014,2002,2014,SSC,P,737,-100,69.1,W,2.3,2.5,2.5,-100,0,0,TRUE,10324,SSC_737
2002,2002,-100,SSC,P,738,N,69.2,W,1.9,11.7,11.7,-100,0,0,TRUE,10325,SSC_738
2003,2002,-100,SSC,P,738,F,69.2,W,1.9,12.1,12.1,-100,0,0,TRUE,10326,SSC_738
2008,2002,-100,SSC,P,738,F,69.2,W,1.9,15.6,15.6,-100,0,0,TRUE,10327,SSC_738
2009,2002,-100,SSC,P,738,F,69.2,W,1.9,16.4,16.4,-100,0,0,TRUE,10328,SSC_738
2011,2002,-100,SSC,P,738,F,69.2,W,1.9,19.1,19.1,-100,0,0,TRUE,10329,SSC_738
2013,2002,-100,SSC,P,738,F,69.2,W,1.9,19.7,19.7,-100,0,0,TRUE,10330,SSC_738
2014,2002,-100,SSC,P,738,-100,69.2,W,1.9,19.9,19.9,-100,0,0,TRUE,10331,SSC_738
2002,2002,2002,SSC,P,739,N,69.3,W,4.9,0.8,0.8,180,0,0,TRUE,10332,SSC_739
2011,2002,2002,SSC,P,739,TR,69.3,W,4.9,-100,-100,-100,0,0,TRUE,10333,SSC_739
2002,2002,2009,SSC,P,740,N,70.1,W,4.9,3,3,-100,0,0,TRUE,10334,SSC_740
2003,2002,2009,SSC,P,740,F,70.1,W,4.9,3,3,-100,0,0,TRUE,10335,SSC_740
2008,2002,2009,SSC,P,740,F,70.1,W,4.9,3,3,-100,0,0,TRUE,10336,SSC_740
2009,2002,2009,SSC,P,740,F,70.1,W,4.9,-100,-100,-100,0,0,TRUE,10337,SSC_740
2011,2002,2009,SSC,P,740,F,70.1,W,4.9,-100,-100,-100,0,0,TRUE,10338,SSC_740
2002,2002,2008,SSC,P,741,N,70.1,W,2,1.2,1.2,255,0,0,TRUE,10339,SSC_741
2003,2002,2008,SSC,P,741,F,70.1,W,2,1,1,260,0,0,TRUE,10340,SSC_741
2008,2002,2008,SSC,P,741,TR,70.1,W,2,-100,-100,-100,0,0,TRUE,10341,SSC_741
2002,2002,-100,SSC,P,742,N,70.4,W,2.6,4.9,4.9,-100,0,0,TRUE,10342,SSC_742
2003,2002,-100,SSC,P,742,F,70.4,W,2.6,4.9,4.9,-100,0,0,TRUE,10343,SSC_742
2008,2002,-100,SSC,P,742,F,70.4,W,2.6,5.4,5.4,-100,0,0,TRUE,10344,SSC_742
2009,2002,-100,SSC,P,742,F,70.4,W,2.6,5.5,5.5,-100,0,0,TRUE,10345,SSC_742
2011,2002,-100,SSC,P,742,F,70.4,W,2.6,5.9,5.9,-100,0,0,TRUE,10346,SSC_742
2013,2002,-100,SSC,P,742,F,70.4,W,2.6,5.8,5.8,-100,0,0,TRUE,10347,SSC_742
2014,2002,-100,SSC,P,742,-100,70.4,W,2.6,5.9,5.9,-100,0,0,TRUE,10348,SSC_742
2002,2002,-100,SSC,P,743,N,70.7,W,4,2.9,2.9,-100,0,0,TRUE,10349,SSC_743
2003,2002,-100,SSC,P,743,F,70.7,W,4,2.9,2.9,-100,0,0,TRUE,10350,SSC_743
2008,2002,-100,SSC,P,743,F,70.7,W,4,3.6,3.6,-100,0,0,TRUE,10351,SSC_743
2009,2002,-100,SSC,P,743,F,70.7,W,4,3.4,3.4,-100,0,0,TRUE,10352,SSC_743
2011,2002,-100,SSC,P,743,F,70.7,W,4,3.7,3.7,-100,0,0,TRUE,10353,SSC_743
2013,2002,-100,SSC,P,743,F,70.7,W,4,3.8,3.8,-100,0,0,TRUE,10354,SSC_743
2014,2002,-100,SSC,P,743,F,70.7,W,4,3.7,3.7,-100,0,0,TRUE,10355,SSC_743
2002,2002,2003,SSC,P,744,N,71.2,W,1.3,0.2,0.2,18,0,0,TRUE,10356,SSC_744
2003,2002,2003,SSC,P,744,F,71.2,W,1.3,0.2,0.2,14,0,0,TRUE,10357,SSC_744
2008,2002,2003,SSC,P,744,TR,71.2,W,1.3,0.2,0.2,-100,0,0,TRUE,10358,SSC_744
2002,2002,2003,SSC,P,745,N,71.1,W,4.4,2.8,2.8,-100,0,0,TRUE,10359,SSC_745
2003,2002,2003,SSC,P,745,F,71.1,W,4.4,2.7,2.7,-100,0,0,TRUE,10360,SSC_745
2008,2002,2003,SSC,P,745,F,71.1,W,4.4,2.5,2.5,-100,0,0,TRUE,10361,SSC_745
2009,2002,2003,SSC,P,745,F,71.1,W,4.4,-100,-100,-100,0,0,TRUE,10362,SSC_745
2002,2002,2002,SSC,P,746,N,71.5,W,4.1,7.4,7.4,-100,0,0,TRUE,10363,SSC_746
2008,2002,2002,SSC,P,746,F,71.5,W,4.1,6.8,6.8,-100,0,0,TRUE,10364,SSC_746
2009,2002,2002,SSC,P,746,F,71.5,W,4.1,-100,-100,-100,0,0,TRUE,10365,SSC_746
2011,2002,2002,SSC,P,746,F,71.5,W,4.1,-100,-100,-100,0,0,TRUE,10366,SSC_746
2002,2002,2009,SSC,P,747,N,71.7,W,2.4,7.7,7.7,-100,0,0,TRUE,10367,SSC_747
2003,2002,2009,SSC,P,747,F,71.7,W,2.4,8.3,8.3,-100,0,0,TRUE,10368,SSC_747
2008,2002,2009,SSC,P,747,F,71.7,W,2.4,8.3,8.3,-100,0,0,TRUE,10369,SSC_747
2009,2002,2009,SSC,P,747,?,71.7,W,2.4,-100,-100,-100,0,0,TRUE,10370,SSC_747
2011,2002,2009,SSC,P,747,NF,71.7,W,2.4,-100,-100,-100,0,0,TRUE,10371,SSC_747
2002,2002,-100,SSC,P,748,N,71.9,W,1.6,7,7,-100,0,0,TRUE,10372,SSC_748
2003,2002,-100,SSC,P,748,F,71.9,W,1.6,7.1,7.1,-100,0,0,TRUE,10373,SSC_748
2008,2002,-100,SSC,P,748,F,71.9,W,1.6,7.5,7.5,-100,0,0,TRUE,10374,SSC_748
2009,2002,-100,SSC,P,748,F,71.9,W,1.6,7.7,7.7,-100,0,0,TRUE,10375,SSC_748
2011,2002,-100,SSC,P,748,F,71.9,W,1.6,7.9,7.9,-100,0,0,TRUE,10376,SSC_748
2013,2002,-100,SSC,P,748,F,71.9,W,1.6,7.8,7.8,-100,0,0,TRUE,10377,SSC_748
2014,2002,-100,SSC,P,748,F,71.9,W,1.6,7.8,7.8,-100,0,0,TRUE,10378,SSC_748
2002,2002,-100,SSC,P,749,N,72.1,W,5,5.6,5.6,-100,0,0,TRUE,10379,SSC_749
2003,2002,-100,SSC,P,749,F,72.1,W,5,5.7,5.7,-100,0,0,TRUE,10380,SSC_749
2008,2002,-100,SSC,P,749,F,72.1,W,5,5.9,5.9,-100,0,0,TRUE,10381,SSC_749
2009,2002,-100,SSC,P,749,F,72.1,W,5,5.8,5.8,-100,0,0,TRUE,10382,SSC_749
2011,2002,-100,SSC,P,749,F,72.1,W,5,5.8,5.8,-100,0,0,TRUE,10383,SSC_749
2013,2002,-100,SSC,P,749,F,72.1,W,5,5.8,5.8,-100,0,0,TRUE,10384,SSC_749
2002,2002,2009,SSC,P,750,N,72,W,4.7,2.8,3.687817783,-100,0,0,TRUE,10385,SSC_750
2003,2002,2009,SSC,P,750,F,72,W,4.7,2.8,2.8,-100,0,0,TRUE,10386,SSC_750
2008,2002,2009,SSC,P,750,F,72,W,4.7,2.8,3.623534186,-100,0,0,TRUE,10387,SSC_750
2009,2002,2009,SSC,P,750,F,72,W,4.7,-100,-100,-100,0,0,TRUE,10388,SSC_750
2011,2002,2009,SSC,P,750,TR,72,W,4.7,-100,-100,-100,0,0,TRUE,10389,SSC_750
2002,2002,2003,SSC,P,751,N,72,W,4.1,0.2,0.2,7,0,0,TRUE,10390,SSC_751
2003,2002,2003,SSC,P,751,R,72,W,4.1,-100,-100,-100,0,0,TRUE,10391,SSC_751
2008,2002,2003,SSC,P,751,TR,72,W,4.1,-100,-100,-100,0,0,TRUE,10392,SSC_751
2002,2002,2003,SSC,P,752,N,72.1,W,3,0.1,0.1,10,0,0,TRUE,10393,SSC_752
2003,2002,2003,SSC,P,752,R,72.1,W,3,-100,-100,-100,0,0,TRUE,10394,SSC_752
2008,2002,2003,SSC,P,752,TR,72.1,W,3,-100,-100,-100,0,0,TRUE,10395,SSC_752
2002,2002,2005,SSC,P,753,N,72.8,W,2.5,0.2,0.2,14,0,0,TRUE,10396,SSC_753
2003,2002,2005,SSC,P,753,F,72.8,W,2.5,0.2,0.2,16,0,0,TRUE,10397,SSC_753
2005,2002,2005,SSC,P,753,NF,72.8,W,2.5,-100,-100,-100,0,0,TRUE,10398,SSC_753
2008,2002,2005,SSC,P,753,NF,72.8,W,2.5,-100,-100,-100,0,0,TRUE,10399,SSC_753
2009,2002,2005,SSC,P,753,NF,72.8,W,2.5,-100,-100,-100,0,0,TRUE,10400,SSC_753
2011,2002,2005,SSC,P,753,NF,72.8,W,2.5,-100,-100,-100,0,0,TRUE,10401,SSC_753
2002,2002,2008,SSC,P,754,N,72.8,W,2.5,0.3,0.3,24,0,0,TRUE,10402,SSC_754
2003,2002,2008,SSC,P,754,F,72.8,W,2.5,0.3,0.3,26,0,0,TRUE,10403,SSC_754
2008,2002,2008,SSC,P,754,TR,72.8,W,2.5,-100,-100,-100,0,0,TRUE,10404,SSC_754
2002,2002,2005,SSC,P,755,N,73.5,W,0.8,0.2,0.2,11,0,0,TRUE,10405,SSC_755
2003,2002,2005,SSC,P,755,F,73.5,W,0.8,0.2,0.2,12,0,0,TRUE,10406,SSC_755
2005,2002,2005,SSC,P,755,F,73.5,W,0.8,-100,-100,0,0,0,TRUE,10407,SSC_755
2008,2002,2005,SSC,P,755,NF,73.5,W,0.8,-100,-100,-100,0,0,TRUE,10408,SSC_755
2009,2002,2005,SSC,P,755,NF,73.5,W,0.8,-100,-100,-100,0,0,TRUE,10409,SSC_755
2011,2002,2005,SSC,P,755,NF,73.5,W,0.8,-100,-100,-100,0,0,TRUE,10410,SSC_755
2002,2002,2005,SSC,P,756,N,73.6,W,0.9,0.2,0.2,22,0,0,TRUE,10411,SSC_756
2003,2002,2005,SSC,P,756,F,73.6,W,0.9,0.3,0.3,21,0,0,TRUE,10412,SSC_756
2005,2002,2005,SSC,P,756,F,73.6,W,0.9,-100,-100,0,0,0,TRUE,10413,SSC_756
2008,2002,2005,SSC,P,756,NF,73.6,W,0.9,-100,-100,-100,0,0,TRUE,10414,SSC_756
2009,2002,2005,SSC,P,756,NF,73.6,W,0.9,-100,-100,-100,0,0,TRUE,10415,SSC_756
2011,2002,2005,SSC,P,756,NF,73.6,W,0.9,-100,-100,-100,0,0,TRUE,10416,SSC_756
2002,2002,2005,SSC,P,757,N,73.8,W,0.8,0.2,0.2,10,0,0,TRUE,10417,SSC_757
2003,2002,2005,SSC,P,757,F,73.8,W,0.8,0.2,0.2,9,0,0,TRUE,10418,SSC_757
2005,2002,2005,SSC,P,757,F,73.8,W,0.8,-100,-100,0,0,0,TRUE,10419,SSC_757
2008,2002,2005,SSC,P,757,NF,73.8,W,0.8,-100,-100,-100,0,0,TRUE,10420,SSC_757
2009,2002,2005,SSC,P,757,NF,73.8,W,0.8,-100,-100,-100,0,0,TRUE,10421,SSC_757
2011,2002,2005,SSC,P,757,NF,73.8,W,0.8,-100,-100,-100,0,0,TRUE,10422,SSC_757
2002,2002,2003,SSC,P,758,N,74.1,W,1.1,0.2,0.2,14,0,0,TRUE,10423,SSC_758
2003,2002,2003,SSC,P,758,R,74.1,W,1.1,-100,-100,-100,0,0,TRUE,10424,SSC_758
2008,2002,2003,SSC,P,758,TR,74.1,W,1.1,-100,-100,-100,0,0,TRUE,10425,SSC_758
2002,2002,2003,SSC,P,759,N,74.4,W,1.4,0.2,0.2,10,0,0,TRUE,10426,SSC_759
2003,2002,2003,SSC,P,759,R,74.4,W,1.1,-100,-100,-100,0,0,TRUE,10427,SSC_759
2005,2002,2003,SSC,P,759,NF,74.4,W,1.1,-100,-100,-100,0,0,TRUE,10428,SSC_759
2008,2002,2003,SSC,P,759,TR,74.4,W,1.1,-100,-100,-100,0,0,TRUE,10429,SSC_759
2008,2002,2003,SSC,P,759,NF,74.4,W,1.2,-100,-100,-100,0,0,TRUE,10430,SSC_759
2009,2002,2003,SSC,P,759,NF,74.4,W,1.2,-100,-100,-100,0,0,TRUE,10431,SSC_759
2011,2002,2003,SSC,P,759,NF,74.4,W,1.2,-100,-100,-100,0,0,TRUE,10432,SSC_759
2002,2002,2003,SSC,P,760,N,73.6,W,5,0.1,0.1,7,0,0,TRUE,10433,SSC_760
2003,2002,2003,SSC,P,760,R,73.6,W,5,-100,-100,-100,0,0,TRUE,10434,SSC_760
2008,2002,2003,SSC,P,760,TR,73.6,W,5,-100,-100,-100,0,0,TRUE,10435,SSC_760
2002,2002,2003,SSC,P,761,N,73.8,W,4.7,0.2,0.2,15,0,0,TRUE,10436,SSC_761
2003,2002,2003,SSC,P,761,F,73.8,W,4.7,-100,-100,-100,0,0,TRUE,10437,SSC_761
2002,2002,2003,SSC,P,762,N,73.9,W,4.3,0.2,0.2,9,0,0,TRUE,10438,SSC_762
2003,2002,2003,SSC,P,762,R,73.9,W,4.3,-100,-100,-100,0,0,TRUE,10439,SSC_762
2008,2002,2003,SSC,P,762,TR,73.9,W,4.3,-100,-100,-100,0,0,TRUE,10440,SSC_762
2002,2002,2009,SSC,P,763,N,74.2,W,4.8,1.3,1.3,270,0,0,TRUE,10441,SSC_763
2003,2002,2009,SSC,P,763,F,74.2,W,4.8,1.4,1.4,265,0,0,TRUE,10442,SSC_763
2005,2002,2009,SSC,P,763,F,74.2,W,4.8,1.5,1.5,-100,0,0,TRUE,10443,SSC_763
2008,2002,2009,SSC,P,763,F,74.2,W,4.8,1.3,1.3,-100,0,0,TRUE,10444,SSC_763
2009,2002,2009,SSC,P,763,F,74.2,W,4.8,-100,-100,-100,0,0,TRUE,10445,SSC_763
2011,2002,2009,SSC,P,763,TR,74.2,W,4.8,-100,-100,-100,0,0,TRUE,10446,SSC_763
2002,2002,2013,SSC,P,764,N,74.3,W,4.8,3.5,3.5,-100,0,0,TRUE,10447,SSC_764
2003,2002,2013,SSC,P,764,F,74.3,W,4.8,3.5,3.5,-100,0,0,TRUE,10448,SSC_764
2005,2002,2013,SSC,P,764,F,74.3,W,4.8,3.65,3.65,-100,0,0,TRUE,10449,SSC_764
2008,2002,2013,SSC,P,764,F,74.3,W,4.8,3.7,3.7,-100,0,0,TRUE,10450,SSC_764
2009,2002,2013,SSC,P,764,F,74.3,W,4.8,3.7,3.7,-100,0,0,TRUE,10451,SSC_764
2011,2002,2013,SSC,P,764,F,74.3,W,4.8,3.7,3.7,-100,0,0,TRUE,10452,SSC_764
2013,2002,2013,SSC,P,764,F,74.3,W,4.8,3.7,3.7,-100,0,0,TRUE,10453,SSC_764
2002,2002,-100,SSC,P,765,N,74.4,W,4.7,17.4,17.4,-100,12,0,TRUE,10454,SSC_765
2003,2002,-100,SSC,P,765,F,74.4,W,4.7,18.8,18.8,-100,10,0,TRUE,10455,SSC_765
2005,2002,-100,SSC,P,765,F,74.4,W,4.7,21.7,21.7,-100,8,0,TRUE,10456,SSC_765
2008,2002,-100,SSC,P,765,F,74.4,W,4.7,24.8,24.8,-100,8,0,TRUE,10457,SSC_765
2009,2002,-100,SSC,P,765,F,74.4,W,4.7,27,27,-100,12,0,TRUE,10458,SSC_765
2011,2002,-100,SSC,P,765,F,74.4,W,4.7,29.7,29.7,-100,11,0,TRUE,10459,SSC_765
2013,2002,-100,SSC,P,765,F,74.4,W,4.7,30.9,30.9,-100,14,0,TRUE,10460,SSC_765
2014,2002,-100,SSC,P,765,F,74.4,W,4.7,31.2,31.2,-100,18,0,TRUE,10461,SSC_765
2002,2002,2003,SSC,P,766,N,74.5,W,2.5,0.2,0.2,10,0,0,TRUE,10462,SSC_766
2003,2002,2003,SSC,P,766,R,74.5,W,2.5,-100,-100,-100,0,0,TRUE,10463,SSC_766
2005,2002,2003,SSC,P,766,NF,74.5,W,2.5,-100,-100,-100,0,0,TRUE,10464,SSC_766
2008,2002,2003,SSC,P,766,NF,74.5,W,2.5,-100,-100,-100,0,0,TRUE,10465,SSC_766
2009,2002,2003,SSC,P,766,NF,74.5,W,2.5,-100,-100,-100,0,0,TRUE,10466,SSC_766
2011,2002,2003,SSC,P,766,NF,74.5,W,2.5,-100,-100,-100,0,0,TRUE,10467,SSC_766
2002,2002,2003,SSC,P,767,N,74.8,W,2.3,0.1,0.1,9,0,0,TRUE,10468,SSC_767
2003,2002,2003,SSC,P,767,R,74.8,W,2.3,-100,-100,-100,0,0,TRUE,10469,SSC_767
2005,2002,2003,SSC,P,767,NF,74.8,W,2.3,-100,-100,-100,0,0,TRUE,10470,SSC_767
2008,2002,2003,SSC,P,767,NF,74.8,W,2.3,-100,-100,-100,0,0,TRUE,10471,SSC_767
2009,2002,2003,SSC,P,767,NF,74.8,W,2.3,-100,-100,-100,0,0,TRUE,10472,SSC_767
2011,2002,2003,SSC,P,767,NF,74.8,W,2.3,-100,-100,-100,0,0,TRUE,10473,SSC_767
2002,2002,2003,SSC,P,768,N,74.7,W,1.9,0.2,0.2,9,0,0,TRUE,10474,SSC_768
2003,2002,2003,SSC,P,768,R,74.7,W,1.9,-100,-100,-100,0,0,TRUE,10475,SSC_768
2005,2002,2003,SSC,P,768,NF,74.7,W,1.9,-100,-100,-100,0,0,TRUE,10476,SSC_768
2008,2002,2003,SSC,P,768,NF,74.7,W,1.9,-100,-100,-100,0,0,TRUE,10477,SSC_768
2009,2002,2003,SSC,P,768,NF,74.7,W,1.9,-100,-100,-100,0,0,TRUE,10478,SSC_768
2011,2002,2003,SSC,P,768,NF,74.7,W,1.9,-100,-100,-100,0,0,TRUE,10479,SSC_768
2002,2002,2002,SSC,P,769,N,75.4,W,4.5,2.7,2.7,-100,0,0,TRUE,10480,SSC_769
2008,2002,2002,SSC,P,769,TR,75.4,W,4.5,2.7,2.7,-100,0,0,TRUE,10481,SSC_769
2002,2002,2013,SSC,P,770,N,75.4,W,4.3,2.6,2.6,-100,0,0,TRUE,10482,SSC_770
2003,2002,2013,SSC,P,770,F,75.4,W,4.3,2.8,2.8,-100,0,0,TRUE,10483,SSC_770
2005,2002,2013,SSC,P,770,F,75.4,W,4.3,2.5,2.5,-100,0,0,TRUE,10484,SSC_770
2008,2002,2013,SSC,P,770,F,75.4,W,4.3,3.2,3.2,-100,0,0,TRUE,10485,SSC_770
2009,2002,2013,SSC,P,770,F,75.4,W,4.3,3.2,3.2,-100,0,0,TRUE,10486,SSC_770
2011,2002,2013,SSC,P,770,F,75.4,W,4.3,3.4,3.4,130,0,0,TRUE,10487,SSC_770
2013,2002,2013,SSC,P,770,NF,75.4,W,4.3,-100,-100,130,0,0,TRUE,10488,SSC_770
2014,2002,2013,SSC,P,770,TNF,75.4,W,4.3,-100,0,-100,0,0,TRUE,10489,SSC_770
2002,2002,2005,SSC,P,771,N,75.1,W,3.1,0.3,0.3,18,0,0,TRUE,10490,SSC_771
2003,2002,2005,SSC,P,771,F,75.1,W,3.1,0.4,0.4,19,0,0,TRUE,10491,SSC_771
2005,2002,2005,SSC,P,771,NF,75.1,W,3.1,-100,-100,-100,0,0,TRUE,10492,SSC_771
2008,2002,2005,SSC,P,771,TR,75.1,W,3.1,-100,-100,-100,0,0,TRUE,10493,SSC_771
2002,2002,2003,SSC,P,772,N,75.4,W,3.4,1.6,4.095119046,-100,0,0,TRUE,10494,SSC_772
2003,2002,2003,SSC,P,772,F,75.4,W,3.4,1.2,3.65650106,-100,0,0,TRUE,10495,SSC_772
2008,2002,2003,SSC,P,772,TR,75.4,W,3.4,-100,-100,-100,0,0,TRUE,10496,SSC_772
2002,2002,2008,SSC,P,773,N,75.4,W,3.4,2.9,2.9,-100,1,0,TRUE,10497,SSC_773
2003,2002,2008,SSC,P,773,F,75.4,W,3.4,2.7,2.7,-100,0,0,TRUE,10498,SSC_773
2005,2002,2008,SSC,P,773,F,75.4,W,3.4,2.9,2.9,-100,1,0,TRUE,10499,SSC_773
2008,2002,2008,SSC,P,773,F,75.4,W,3.4,2.8,2.8,-100,1,0,TRUE,10500,SSC_773
2009,2002,2008,SSC,P,773,TR,75.4,W,3.4,-100,-100,-100,1,0,TRUE,10501,SSC_773
2002,2002,2008,SSC,P,774,N,75.3,W,1,4.5,4.5,-100,0,0,TRUE,10502,SSC_774
2003,2002,2008,SSC,P,774,F,75.3,W,1,4.5,4.5,-100,0,0,TRUE,10503,SSC_774
2005,2002,2008,SSC,P,774,F,75.3,W,1,4.6,4.6,-100,0,0,TRUE,10504,SSC_774
2008,2002,2008,SSC,P,774,F,75.3,W,1,4.5,4.5,-100,0,0,TRUE,10505,SSC_774
2009,2002,2008,SSC,P,774,F,75.3,W,1,-100,-100,-100,0,0,TRUE,10506,SSC_774
2011,2002,2008,SSC,P,774,F,75.3,W,1,-100,-100,-100,0,0,TRUE,10507,SSC_774
2002,2002,2005,SSC,P,775,N,75.5,W,3.9,1.4,1.4,280,0,0,TRUE,10508,SSC_775
2003,2002,2005,SSC,P,775,F,75.5,W,3.9,1.4,1.4,260,0,0,TRUE,10509,SSC_775
2005,2002,2005,SSC,P,775,NF,75.5,W,3.9,-100,-100,-100,0,0,TRUE,10510,SSC_775
2008,2002,2005,SSC,P,775,TR,75.5,W,3.9,-100,-100,-100,0,0,TRUE,10511,SSC_775
2002,2002,2003,SSC,P,776,N,75.6,W,2.4,0.3,0.3,18,0,0,TRUE,10512,SSC_776
2003,2002,2003,SSC,P,776,F,75.6,W,2.4,0.3,0.3,19,0,0,TRUE,10513,SSC_776
2008,2002,2003,SSC,P,776,TR,75.6,W,2.4,0.3,0.3,-100,0,0,TRUE,10514,SSC_776
2002,2002,2002,SSC,P,777,N,76,W,4.1,6.7,6.7,-100,0,0,TRUE,10515,SSC_777
2002,2002,2011,SSC,P,778,N,76,W,2.9,7.3,7.3,-100,0,0,TRUE,10516,SSC_778
2003,2002,2011,SSC,P,778,F,76,W,2.9,8.2,8.2,-100,0,0,TRUE,10517,SSC_778
2005,2002,2011,SSC,P,778,F,76,W,2.9,8.2,8.2,-100,0,0,TRUE,10518,SSC_778
2008,2002,2011,SSC,P,778,F,76,W,2.9,8.3,8.3,-100,0,0,TRUE,10519,SSC_778
2008,2002,2011,SSC,P,778,F,76,W,2.9,8.4,8.4,-100,0,0,TRUE,10520,SSC_778
2009,2002,2011,SSC,P,778,F,76,W,2.9,8.4,8.4,-100,0,0,TRUE,10521,SSC_778
2011,2002,2011,SSC,P,778,F,76,W,2.9,8.4,8.4,-100,0,0,TRUE,10522,SSC_778
2013,2002,2011,SSC,P,778,NF,76,W,2.9,-100,-100,-100,0,0,TRUE,10523,SSC_778
2002,2002,-100,SSC,P,779,N,75.9,W,1.9,7.7,7.7,-100,0,0,TRUE,10524,SSC_779
2003,2002,-100,SSC,P,779,F,75.9,W,1.9,8,8,-100,0,0,TRUE,10525,SSC_779
2005,2002,-100,SSC,P,779,F,75.9,W,1.9,9.1,9.1,-100,0,0,TRUE,10526,SSC_779
2008,2002,-100,SSC,P,779,F,75.9,W,1.9,9.1,9.1,-100,0,0,TRUE,10527,SSC_779
2008,2002,-100,SSC,P,779,F,75.9,W,1.9,9.1,9.1,-100,0,0,TRUE,10528,SSC_779
2009,2002,-100,SSC,P,779,F,75.9,W,1.9,9.3,9.3,-100,0,0,TRUE,10529,SSC_779
2011,2002,-100,SSC,P,779,F,75.9,W,1.9,9.9,9.9,-100,0,0,TRUE,10530,SSC_779
2013,2002,-100,SSC,P,779,F,75.9,W,1.9,10.3,10.3,-100,0,0,TRUE,10531,SSC_779
